PSHA Deaggregation. % Contributions. Site: Pago_Pago long: 170.710 d W., lat: -14.300 N.
Input Vs30 (m/s) = 760.0 (Some  atten. models use Site Class not Vs30).     
NSHMP Samoa/New Hebrides Seismic Hazard. Analysis on YEARMODA 20120821
   16.9    7.60    0.293    0.009    0.051    0.129    0.100    0.004    0.000
   27.3    7.60    0.367    0.014    0.082    0.203    0.068    0.000    0.000
   36.6    7.60    0.366    0.017    0.102    0.226    0.020    0.000    0.000
   46.5    7.61    0.364    0.021    0.128    0.212    0.003    0.000    0.000
   56.1    7.59    0.376    0.028    0.170    0.178    0.000    0.000    0.000
   66.1    7.61    0.364    0.034    0.202    0.128    0.000    0.000    0.000
   75.9    7.60    0.357    0.043    0.240    0.073    0.000    0.000    0.000
   85.7    7.60    0.271    0.041    0.203    0.027    0.000    0.000    0.000
   95.7    7.61    0.271    0.051    0.207    0.013    0.000    0.000    0.000
  124.3    7.60    1.059    0.398    0.658    0.003    0.000    0.000    0.000
  161.9    7.60    0.404    0.296    0.108    0.000    0.000    0.000    0.000
  242.7    7.56    0.581    0.581    0.000    0.000    0.000    0.000    0.000
  257.5    7.59    0.057    0.057    0.000    0.000    0.000    0.000    0.000
  267.0    7.56    0.087    0.087    0.000    0.000    0.000    0.000    0.000
   16.9    7.79    0.196    0.005    0.032    0.082    0.072    0.005    0.000
   27.7    7.80    0.298    0.010    0.060    0.151    0.077    0.000    0.000
   36.8    7.80    0.323    0.013    0.077    0.189    0.044    0.000    0.000
   45.8    7.80    0.361    0.017    0.103    0.225    0.016    0.000    0.000
   55.7    7.80    0.370    0.021    0.126    0.219    0.004    0.000    0.000
   65.7    7.80    0.371    0.026    0.155    0.189    0.000    0.000    0.000
   75.2    7.81    0.326    0.027    0.161    0.137    0.000    0.000    0.000
   85.2    7.79    0.307    0.032    0.184    0.092    0.000    0.000    0.000
   95.4    7.81    0.300    0.037    0.204    0.059    0.000    0.000    0.000
  125.4    7.80    1.386    0.315    1.020    0.051    0.000    0.000    0.000
  157.0    7.84    0.233    0.063    0.137    0.032    0.000    0.000    0.000
  160.2    7.75    0.179    0.087    0.092    0.000    0.000    0.000    0.000
  176.4    7.80    0.081    0.009    0.050    0.022    0.000    0.000    0.000
  242.6    7.76    1.316    1.316    0.000    0.000    0.000    0.000    0.000
  264.4    7.74    0.293    0.293    0.000    0.000    0.000    0.000    0.000
  271.2    7.80    0.114    0.114    0.000    0.000    0.000    0.000    0.000
   17.0    7.99    0.129    0.003    0.021    0.052    0.049    0.005    0.000
   27.7    8.00    0.205    0.006    0.038    0.095    0.065    0.000    0.000
   36.9    8.00    0.243    0.009    0.051    0.129    0.054    0.000    0.000
   46.6    8.00    0.391    0.016    0.096    0.233    0.046    0.000    0.000
   56.3    8.00    0.313    0.015    0.089    0.196    0.013    0.000    0.000
   65.5    7.99    0.357    0.020    0.118    0.215    0.005    0.000    0.000
   75.4    8.01    0.314    0.020    0.119    0.175    0.001    0.000    0.000
   85.7    7.99    0.341    0.026    0.154    0.161    0.000    0.000    0.000
   95.5    8.01    0.295    0.026    0.152    0.117    0.000    0.000    0.000
  125.5    8.00    1.614    0.233    1.140    0.241    0.000    0.000    0.000
  154.8    7.99    0.275    0.043    0.151    0.076    0.006    0.000    0.000
  242.6    7.95    2.137    1.982    0.155    0.000    0.000    0.000    0.000
  257.9    8.00    0.117    0.105    0.012    0.000    0.000    0.000    0.000
  265.6    7.95    0.630    0.630    0.000    0.000    0.000    0.000    0.000
  283.2    7.96    0.140    0.140    0.000    0.000    0.000    0.000    0.000
  315.6    7.95    0.071    0.071    0.000    0.000    0.000    0.000    0.000
   27.8    8.15    0.076    0.002    0.013    0.034    0.027    0.000    0.000
   36.9    8.15    0.092    0.003    0.018    0.046    0.026    0.000    0.000
   46.6    8.15    0.153    0.006    0.034    0.084    0.029    0.000    0.000
   56.8    8.15    0.171    0.007    0.043    0.104    0.017    0.000    0.000
   66.3    8.15    0.177    0.008    0.051    0.112    0.007    0.000    0.000
   75.5    8.15    0.135    0.007    0.043    0.082    0.002    0.000    0.000
   85.4    8.15    0.187    0.012    0.069    0.107    0.000    0.000    0.000
   95.9    8.15    0.161    0.011    0.068    0.082    0.000    0.000    0.000
  124.1    8.15    0.820    0.087    0.496    0.237    0.000    0.000    0.000
  153.1    8.15    0.068    0.003    0.019    0.042    0.005    0.000    0.000
  242.6    8.15    2.951    2.061    0.890    0.000    0.000    0.000    0.000
  257.2    8.20    0.217    0.194    0.023    0.000    0.000    0.000    0.000
  267.5    8.13    0.909    0.749    0.160    0.000    0.000    0.000    0.000
  279.6    8.20    0.221    0.221    0.000    0.000    0.000    0.000    0.000
  315.4    8.17    0.113    0.113    0.000    0.000    0.000    0.000    0.000
  325.3    8.11    0.064    0.064    0.000    0.000    0.000    0.000    0.000
  336.1    8.20    0.071    0.071    0.000    0.000    0.000    0.000    0.000
  242.6    8.35    3.676    1.553    2.122    0.000    0.000    0.000    0.000
  254.2    8.34    0.098    0.054    0.044    0.000    0.000    0.000    0.000
  266.1    8.36    1.280    0.802    0.479    0.000    0.000    0.000    0.000
  274.4    8.32    0.270    0.150    0.120    0.000    0.000    0.000    0.000
  285.1    8.40    0.112    0.046    0.066    0.000    0.000    0.000    0.000
  292.4    8.30    0.077    0.077    0.000    0.000    0.000    0.000    0.000
  315.2    8.32    0.062    0.055    0.007    0.000    0.000    0.000    0.000
  324.3    8.34    0.205    0.183    0.023    0.000    0.000    0.000    0.000
  336.2    8.39    0.172    0.172    0.000    0.000    0.000    0.000    0.000
  359.5    8.30    0.058    0.058    0.000    0.000    0.000    0.000    0.000
  379.7    8.40    0.053    0.053    0.000    0.000    0.000    0.000    0.000
  242.7    8.63    5.861    1.247    2.656    1.958    0.000    0.000    0.000
  252.5    8.50    0.076    0.016    0.030    0.030    0.000    0.000    0.000
  275.5    8.53    1.375    0.506    0.869    0.000    0.000    0.000    0.000
  313.5    8.50    0.099    0.058    0.040    0.000    0.000    0.000    0.000
  354.9    8.50    0.072    0.072    0.000    0.000    0.000    0.000    0.000
  361.6    8.50    0.072    0.041    0.031    0.000    0.000    0.000    0.000
  456.8    8.61    0.093    0.093    0.000    0.000    0.000    0.000    0.000
  269.0    8.80    2.859    0.578    1.335    0.946    0.000    0.000    0.000
  339.3    8.81    0.051    0.051    0.000    0.000    0.000    0.000    0.000
  342.7    8.79    1.226    0.542    0.684    0.000    0.000    0.000    0.000
  398.0    8.71    0.313    0.313    0.000    0.000    0.000    0.000    0.000
  404.4    8.71    0.314    0.176    0.138    0.000    0.000    0.000    0.000
  547.5    8.88    0.055    0.055    0.000    0.000    0.000    0.000    0.000
  242.6    8.95    2.494    0.292    0.120    2.082    0.000    0.000    0.000
  256.3    8.99    0.323    0.038    0.012    0.273    0.000    0.000    0.000
  316.3    8.96    0.332    0.079    0.124    0.128    0.000    0.000    0.000

Summary statistics for above 1.0s PSA  deaggregation, R=distance, e=epsilon:
Contribution from this GMPE(%):  100.0
 Mean src-site R=  120.5 km; M= 7.42; eps0=   1.07. Mean calculated for all sources.
Modal src-site R=  242.7 km; M= 8.63; eps0=   1.11 from peak (R,M) bin
 MODE R*= 242.7km; M*= 8.63; EPS.INTERVAL: 1 to 2 sigma  % CONTRIB.=  2.656
Modal-source dmetric: distance to rupture surface (Rrup or Rcd)

Principal sources ( Subduction, random seismicity OR having >10% contribution)
Source Category:                 % contr.  R(km)    M   epsilon0 (mean values).
Subduction Tonga Trench            32.52   264.4   8.41    1.58
Shallow Background Eqs             37.74    33.3   6.64    0.80
Tonga Outer Rise                   29.15    72.1   7.31    0.85
#*********End of deaggregation corresponding to Mean Hazard w/all GMPEs  *********#

