CEUS catalog emm_pi.c3 (March 2016)
mining-related eqks deleted
declustered
format: emw,lon(dE),lat(dN),dp(km),y,m,d,h,m,s,mwsig,nstar,comment
2.65 -104.900  39.900   0 1962 01 18 01 28  0.  0.515 2.65 2.020 SSC|TMP05904
2.78 -104.900  39.900   0 1962 06 18 00 46  0.  0.240 2.78 1.165 SRA|ml,3.10MLGOL
2.65 -104.900  39.900   0 1962 08 07 04  0  0.  0.515 2.65 2.020 SSC|TMP05943
3.68 -104.900  39.900   0 1962 10 08 20 45  0.  0.240 3.68 1.165 SRA|ml,4.00MLGOL
3.68 -104.600  39.900   0 1962 12 05 13 48  0.  0.240 3.68 1.165 NCE|mg,4.0EPR
2.88 -104.600  39.800  33 1963 01 30 23 05 09.6 0.240 2.88 1.165 SRA|ml,3.20MLGOL
2.58 -104.900  39.900   0 1963 03 15 17 00  0.  0.240 2.58 1.165 SRA|ml,2.90MLGOL
3.08 -104.800  39.900  20 1963 04 08 00 03 57.1 0.240 3.08 1.165 SRA|ml,3.40MLGOL
3.78 -104.700  39.800  20 1963 04 24 22 29 34.4 0.240 3.78 1.165 SRA|mb,4.1neic
4.28 -104.600  39.800   0 1963 07 02 08 02 56.3 0.240 4.28 1.165 NCE|mb,4.6USE
4.28 -105.100  39.900   5 1965 02 16 20 17 53.5 0.240 4.28 1.165 SRA|mb,4.6neic
2.68 -104.900  39.900   0 1965 06 14 09 25  0.  0.240 2.68 1.165 SRA|ml,3.00MLGOL
4.38 -104.800  39.800   5 1965 09 14 16 36 46.8 0.240 4.38 1.165 SRA|mb,4.7neic
4.48 -104.900  39.500   5 1965 09 14 23 16 10.4 0.240 4.48 1.165 SRA|mb,4.8neic
4.68 -104.700  39.800   5 1966 01 05 00 37 17.8 0.240 4.68 1.165 SRA|mb,5.0neic
3.78 -108.950  40.090   7 1966 07 06 05 47 08.4 0.240 3.78 1.165 SRA|mb,4.1neic
3.18 -104.700  39.900   5 1966 11 14 20 02 35.9 0.240 3.18 1.165 USH|ml,3.50MLGOL
3.98 -104.950  39.880   7 1967 02 03 05 27 58.9 0.240 3.98 1.165 SRA|mb,4.3neic
4.18 -109.050  40.110   7 1967 02 15 03 28 03.5 0.240 4.18 1.165 SRA|mb,4.5neic
4.52 -104.800  39.900   4 1967 04 10 19  0  0.  0.150 4.47 1.061 SLU|mw,4.52(mwm)
4.84 -104.700  39.900   3 1967 08 09 13 25  0.  0.150 4.79 1.061 SLU|mw,4.84(mwm)
2.98 -104.880  39.870   6 1968 07 15 18 33 13.6 0.240 2.98 1.165 SRA|ml,3.30MLGOL
2.58 -104.890  39.890   7 1968 07 27 19 04 54.3 0.240 2.58 1.165 SRA|ml,2.90MLGOL
